Boone County,boone-county-ia,1411,Iowa,19015,26346
Bremer County,bremer-county-ia,1411,Iowa,19017,24947
Buchanan County,buchanan-county-ia,1411,Iowa,19019,21199
Buena Vista County,buena-vista-county-ia,1411,Iowa,19021,19874
Butler County,butler-county-ia,1411,Iowa,19023,14539
Calhoun County,calhoun-county-ia,1411,Iowa,19025,9699
Carroll County,carroll-county-ia,1411,Iowa,19027,20154
Cass County,cass-county-ia,1411,Iowa,19029,12930
Cedar County,cedar-county-ia,1411,Iowa,19031,18627
Cerro Gordo County,cerro-gordo-county-ia,1411,Iowa,19033,42647
Cherokee County,cherokee-county-ia,1411,Iowa,19035,11321
Chickasaw County,chickasaw-county-ia,1411,Iowa,19037,11964
Clarke County,clarke-county-ia,1411,Iowa,19039,9423
Clay County,clay-county-ia,1411,Iowa,19041,16134
Clayton County,clayton-county-ia,1411,Iowa,19043,17556
Clinton County,clinton-county-ia,1411,Iowa,19045,46518
Crawford County,crawford-county-ia,1411,Iowa,19047,17158
Dallas County,dallas-county-ia,1411,Iowa,19049,90180
Davis County,davis-county-ia,1411,Iowa,19051,9017
Decatur County,decatur-county-ia,1411,Iowa,19053,7890
Delaware County,delaware-county-ia,1411,Iowa,19055,17069
Des Moines County,des-moines-county-ia,1411,Iowa,19057,39138
Dickinson County,dickinson-county-ia,1411,Iowa,19059,17153
Dubuque County,dubuque-county-ia,1411,Iowa,19061,96854
Emmet County,emmet-county-ia,1411,Iowa,19063,9253
Fayette County,fayette-county-ia,1411,Iowa,19065,19660
Floyd County,floyd-county-ia,1411,Iowa,19067,15761
Franklin County,franklin-county-ia,1411,Iowa,19069,10124
Fremont County,fremont-county-ia,1411,Iowa,19071,6993
Greene County,greene-county-ia,1411,Iowa,19073,8981
Grundy County,grundy-county-ia,1411,Iowa,19075,12304
Guthrie County,guthrie-county-ia,1411,Iowa,19077,10720
Hamilton County,hamilton-county-ia,1411,Iowa,19079,14952
Hancock County,hancock-county-ia,1411,Iowa,19081,10712
Hardin County,hardin-county-ia,1411,Iowa,19083,16868
Harrison County,harrison-county-ia,1411,Iowa,19085,14134
Henry County,henry-county-ia,1411,Iowa,19087,20067
Howard County,howard-county-ia,1411,Iowa,19089,9187
Humboldt County,humboldt-county-ia,1411,Iowa,19091,9547
Ida County,ida-county-ia,1411,Iowa,19093,6841
Iowa County,iowa-county-ia,1411,Iowa,19095,16141
Jackson County,jackson-county-ia,1411,Iowa,19097,19432
Jasper County,jasper-county-ia,1411,Iowa,19099,37147
Jefferson County,jefferson-county-ia,1411,Iowa,19101,18381
Johnson County,johnson-county-ia,1411,Iowa,19103,151260
Jones County,jones-county-ia,1411,Iowa,19105,20744
Keokuk County,keokuk-county-ia,1411,Iowa,19107,10225
Kossuth County,kossuth-county-ia,1411,Iowa,19109,14908
Lee County,lee-county-ia,1411,Iowa,19111,34055
Linn County,linn-county-ia,1411,Iowa,19113,225909
Louisa County,louisa-county-ia,1411,Iowa,19115,11169
Lucas County,lucas-county-ia,1411,Iowa,19117,8645
Lyon County,lyon-county-ia,1411,Iowa,19119,11811
Madison County,madison-county-ia,1411,Iowa,19121,16249
Mahaska County,mahaska-county-ia,1411,Iowa,19123,22000
Marion County,marion-county-ia,1411,Iowa,19125,33407
Marshall County,marshall-county-ia,1411,Iowa,19127,39981
Mills County,mills-county-ia,1411,Iowa,19129,15063
Mitchell County,mitchell-county-ia,1411,Iowa,19131,10569
Monona County,monona-county-ia,1411,Iowa,19133,8679
Monroe County,monroe-county-ia,1411,Iowa,19135,7790
Montgomery County,montgomery-county-ia,1411,Iowa,19137,10003
Muscatine County,muscatine-county-ia,1411,Iowa,19139,42929
O'Brien County,o'brien-county-ia,1411,Iowa,19141,13840
Osceola County,osceola-county-ia,1411,Iowa,19143,6040
Page County,page-county-ia,1411,Iowa,19145,15249
Palo Alto County,palo-alto-county-ia,1411,Iowa,19147,8929
Plymouth County,plymouth-county-ia,1411,Iowa,19149,25095
Pocahontas County,pocahontas-county-ia,1411,Iowa,19151,6740
Polk County,polk-county-ia,1411,Iowa,19153,487204
Pottawattamie County,pottawattamie-county-ia,1411,Iowa,19155,93533
Poweshiek County,poweshiek-county-ia,1411,Iowa,19157,18699
Ringgold County,ringgold-county-ia,1411,Iowa,19159,4968
Sac County,sac-county-ia,1411,Iowa,19161,9719
Scott County,scott-county-ia,1411,Iowa,19163,173283
Shelby County,shelby-county-ia,1411,Iowa,19165,11578
Sioux County,sioux-county-ia,1411,Iowa,19167,34909
Story County,story-county-ia,1411,Iowa,19169,98105
Tama County,tama-county-ia,1411,Iowa,19171,16904
Taylor County,taylor-county-ia,1411,Iowa,19173,6191
Union County,union-county-ia,1411,Iowa,19175,12359
Van Buren County,van-buren-county-ia,1411,Iowa,19177,7020
Wapello County,wapello-county-ia,1411,Iowa,19179,35205
Warren County,warren-county-ia,1411,Iowa,19181,51056
Washington County,washington-county-ia,1411,Iowa,19183,22141
Wayne County,wayne-county-ia,1411,Iowa,19185,6401
Webster County,webster-county-ia,1411,Iowa,19187,36277
Winnebago County,winnebago-county-ia,1411,Iowa,19189,10518
Winneshiek County,winneshiek-county-ia,1411,Iowa,19191,20029
Woodbury County,woodbury-county-ia,1411,Iowa,19193,102539
Worth County,worth-county-ia,1411,Iowa,19195,7453
Wright County,wright-county-ia,1411,Iowa,19197,12690
Allen County,allen-county-ks,1412,Kansas,20001,12444
Anderson County,anderson-county-ks,1412,Kansas,20003,7878
Atchison County,atchison-county-ks,1412,Kansas,20005,16193
Barber County,barber-county-ks,1412,Kansas,20007,4472
Barton County,barton-county-ks,1412,Kansas,20009,26111
Bourbon County,bourbon-county-ks,1412,Kansas,20011,14653
Brown County,brown-county-ks,1412,Kansas,20013,9598
Butler County,butler-county-ks,1412,Kansas,20015,66765
Chase County,chase-county-ks,1412,Kansas,20017,2629
Chautauqua County,chautauqua-county-ks,1412,Kansas,20019,3309
Cherokee County,cherokee-county-ks,1412,Kansas,20021,20015
Cheyenne County,cheyenne-county-ks,1412,Kansas,20023,2660
Clark County,clark-county-ks,1412,Kansas,20025,2005
Clay County,clay-county-ks,1412,Kansas,20027,7997
Cloud County,cloud-county-ks,1412,Kansas,20029,8729
Coffey County,coffey-county-ks,1412,Kansas,20031,8233
Comanche County,comanche-county-ks,1412,Kansas,20033,1748
Cowley County,cowley-county-ks,1412,Kansas,20035,35218
Crawford County,crawford-county-ks,1412,Kansas,20037,39019
Decatur County,decatur-county-ks,1412,Kansas,20039,2871
Dickinson County,dickinson-county-ks,1412,Kansas,20041,18717
Doniphan County,doniphan-county-ks,1412,Kansas,20043,7682
Douglas County,douglas-county-ks,1412,Kansas,20045,121436
Edwards County,edwards-county-ks,1412,Kansas,20047,2849
Elk County,elk-county-ks,1412,Kansas,20049,2508
Ellis County,ellis-county-ks,1412,Kansas,20051,28710
Ellsworth County,ellsworth-county-ks,1412,Kansas,20053,6196
Finney County,finney-county-ks,1412,Kansas,20055,36611
Ford County,ford-county-ks,1412,Kansas,20057,33888
Franklin County,franklin-county-ks,1412,Kansas,20059,25631
Geary County,geary-county-ks,1412,Kansas,20061,32594
Gove County,gove-county-ks,1412,Kansas,20063,2612
Graham County,graham-county-ks,1412,Kansas,20065,2492
Grant County,grant-county-ks,1412,Kansas,20067,7336
Gray County,gray-county-ks,1412,Kansas,20069,6033
Greeley County,greeley-county-ks,1412,Kansas,20071,1227
Greenwood County,greenwood-county-ks,1412,Kansas,20073,6055
Hamilton County,hamilton-county-ks,1412,Kansas,20075,2607
Harper County,harper-county-ks,1412,Kansas,20077,5506
Harvey County,harvey-county-ks,1412,Kansas,20079,34210
Haskell County,haskell-county-ks,1412,Kansas,20081,3997
Hodgeman County,hodgeman-county-ks,1412,Kansas,20083,1818
Jackson County,jackson-county-ks,1412,Kansas,20085,13280
Jefferson County,jefferson-county-ks,1412,Kansas,20087,18975
Jewell County,jewell-county-ks,1412,Kansas,20089,2841
Johnson County,johnson-county-ks,1412,Kansas,20091,597555
Kearny County,kearny-county-ks,1412,Kansas,20093,3943
Kingman County,kingman-county-ks,1412,Kansas,20095,7310
Kiowa County,kiowa-county-ks,1412,Kansas,20097,2516
Labette County,labette-county-ks,1412,Kansas,20099,19964
Lane County,lane-county-ks,1412,Kansas,20101,1560
Leavenworth County,leavenworth-county-ks,1412,Kansas,20103,81352
Lincoln County,lincoln-county-ks,1412,Kansas,20105,3023
Linn County,linn-county-ks,1412,Kansas,20107,9750
Logan County,logan-county-ks,1412,Kansas,20109,2844
Lyon County,lyon-county-ks,1412,Kansas,20111,33406
McPherson County,mcpherson-county-ks,1412,Kansas,20113,28537
Marion County,marion-county-ks,1412,Kansas,20115,11950
Marshall County,marshall-county-ks,1412,Kansas,20117,9722
Meade County,meade-county-ks,1412,Kansas,20119,4146
Miami County,miami-county-ks,1412,Kansas,20121,33680
Mitchell County,mitchell-county-ks,1412,Kansas,20123,6150
Montgomery County,montgomery-county-ks,1412,Kansas,20125,32120
Morris County,morris-county-ks,1412,Kansas,20127,5521
Morton County,morton-county-ks,1412,Kansas,20129,2667
Nemaha County,nemaha-county-ks,1412,Kansas,20131,10155
Neosho County,neosho-county-ks,1412,Kansas,20133,15951
Ness County,ness-county-ks,1412,Kansas,20135,2840
Norton County,norton-county-ks,1412,Kansas,20137,5430
Osage County,osage-county-ks,1412,Kansas,20139,15941
Osborne County,osborne-county-ks,1412,Kansas,20141,3475
Ottawa County,ottawa-county-ks,1412,Kansas,20143,5802
Pawnee County,pawnee-county-ks,1412,Kansas,20145,6562
Phillips County,phillips-county-ks,1412,Kansas,20147,5317
Pottawatomie County,pottawatomie-county-ks,1412,Kansas,20149,24277
Pratt County,pratt-county-ks,1412,Kansas,20151,9378
Rawlins County,rawlins-county-ks,1412,Kansas,20153,2508
Reno County,reno-county-ks,1412,Kansas,20155,62342
Republic County,republic-county-ks,1412,Kansas,20157,4664
Rice County,rice-county-ks,1412,Kansas,20159,9531
Riley County,riley-county-ks,1412,Kansas,20161,73703
Rooks County,rooks-county-ks,1412,Kansas,20163,5013
Rush County,rush-county-ks,1412,Kansas,20165,3093
Russell County,russell-county-ks,1412,Kansas,20167,6907
Saline County,saline-county-ks,1412,Kansas,20169,54401
Scott County,scott-county-ks,1412,Kansas,20171,4897
Sedgwick County,sedgwick-county-ks,1412,Kansas,20173,513607
Seward County,seward-county-ks,1412,Kansas,20175,21780
Shawnee County,shawnee-county-ks,1412,Kansas,20177,177499
Sheridan County,sheridan-county-ks,1412,Kansas,20179,2533
Sherman County,sherman-county-ks,1412,Kansas,20181,5899
Smith County,smith-county-ks,1412,Kansas,20183,3603
Stafford County,stafford-county-ks,1412,Kansas,20185,4178
Stanton County,stanton-county-ks,1412,Kansas,20187,1987
Stevens County,stevens-county-ks,1412,Kansas,20189,5559
Sumner County,sumner-county-ks,1412,Kansas,20191,22996
Thomas County,thomas-county-ks,1412,Kansas,20193,7711
Trego County,trego-county-ks,1412,Kansas,20195,2793
Wabaunsee County,wabaunsee-county-ks,1412,Kansas,20197,6899
Wallace County,wallace-county-ks,1412,Kansas,20199,1503
Washington County,washington-county-ks,1412,Kansas,20201,5420
Wichita County,wichita-county-ks,1412,Kansas,20203,2105
Wilson County,wilson-county-ks,1412,Kansas,20205,8665
Woodson County,woodson-county-ks,1412,Kansas,20207,3183
Wyandotte County,wyandotte-county-ks,1412,Kansas,20209,165324
Adair County,adair-county-ky,1413,Kentucky,21001,19215
Allen County,allen-county-ky,1413,Kentucky,21003,21122
Anderson County,anderson-county-ky,1413,Kentucky,21005,22663
Ballard County,ballard-county-ky,1413,Kentucky,21007,7979
Barren County,barren-county-ky,1413,Kentucky,21009,44176
Bath County,bath-county-ky,1413,Kentucky,21011,12383
Bell County,bell-county-ky,1413,Kentucky,21013,26569
Boone County,boone-county-ky,1413,Kentucky,21015,131533
Bourbon County,bourbon-county-ky,1413,Kentucky,21017,20184
Boyd County,boyd-county-ky,1413,Kentucky,21019,47240
Boyle County,boyle-county-ky,1413,Kentucky,21021,30100
Bracken County,bracken-county-ky,1413,Kentucky,21023,8239
Breathitt County,breathitt-county-ky,1413,Kentucky,21025,12726
Breckinridge County,breckinridge-county-ky,1413,Kentucky,21027,20388
Bullitt County,bullitt-county-ky,1413,Kentucky,21029,81069
Butler County,butler-county-ky,1413,Kentucky,21031,12772
Caldwell County,caldwell-county-ky,1413,Kentucky,21033,12715
Calloway County,calloway-county-ky,1413,Kentucky,21035,39135
Campbell County,campbell-county-ky,1413,Kentucky,21037,93152
Carlisle County,carlisle-county-ky,1413,Kentucky,21039,4771
Carroll County,carroll-county-ky,1413,Kentucky,21041,10737
Carter County,carter-county-ky,1413,Kentucky,21043,27004
Casey County,casey-county-ky,1413,Kentucky,21045,15888
Christian County,christian-county-ky,1413,Kentucky,21047,71671
Clark County,clark-county-ky,1413,Kentucky,21049,36249
Clay County,clay-county-ky,1413,Kentucky,21051,20105
Clinton County,clinton-county-ky,1413,Kentucky,21053,10206
Crittenden County,crittenden-county-ky,1413,Kentucky,21055,8915
Cumberland County,cumberland-county-ky,1413,Kentucky,21057,6659
Daviess County,daviess-county-ky,1413,Kentucky,21059,101104
Edmonson County,edmonson-county-ky,1413,Kentucky,21061,12274
Elliott County,elliott-county-ky,1413,Kentucky,21063,7508
Estill County,estill-county-ky,1413,Kentucky,21065,14198
Fayette County,fayette-county-ky,1413,Kentucky,21067,323780
Fleming County,fleming-county-ky,1413,Kentucky,21069,14432
Floyd County,floyd-county-ky,1413,Kentucky,21071,35845
Franklin County,franklin-county-ky,1413,Kentucky,21073,50815
Fulton County,fulton-county-ky,1413,Kentucky,21075,6120
Gallatin County,gallatin-county-ky,1413,Kentucky,21077,8832
Garrard County,garrard-county-ky,1413,Kentucky,21079,17560
Grant County,grant-county-ky,1413,Kentucky,21081,25121
Graves County,graves-county-ky,1413,Kentucky,21083,37317
Grayson County,grayson-county-ky,1413,Kentucky,21085,26321
Green County,green-county-ky,1413,Kentucky,21087,11049
Greenup County,greenup-county-ky,1413,Kentucky,21089,35268
Hancock County,hancock-county-ky,1413,Kentucky,21091,8758
Hardin County,hardin-county-ky,1413,Kentucky,21093,110356
Harlan County,harlan-county-ky,1413,Kentucky,21095,26409
Harrison County,harrison-county-ky,1413,Kentucky,21097,18778
Hart County,hart-county-ky,1413,Kentucky,21099,18906
Henderson County,henderson-county-ky,1413,Kentucky,21101,45591
Henry County,henry-county-ky,1413,Kentucky,21103,16106
Hickman County,hickman-county-ky,1413,Kentucky,21105,4421
Hopkins County,hopkins-county-ky,1413,Kentucky,21107,45068
Jackson County,jackson-county-ky,1413,Kentucky,21109,13442
Jefferson County,jefferson-county-ky,1413,Kentucky,21111,770517
Jessamine County,jessamine-county-ky,1413,Kentucky,21113,53920
Johnson County,johnson-county-ky,1413,Kentucky,21115,22386
Kenton County,kenton-county-ky,1413,Kentucky,21117,166051
Knott County,knott-county-ky,1413,Kentucky,21119,15126
Knox County,knox-county-ky,1413,Kentucky,21121,31304
Larue County,larue-county-ky,1413,Kentucky,21123,14307
Laurel County,laurel-county-ky,1413,Kentucky,21125,60669
Lawrence County,lawrence-county-ky,1413,Kentucky,21127,15571
Lee County,lee-county-ky,1413,Kentucky,21129,7033
Leslie County,leslie-county-ky,1413,Kentucky,21131,10143
Letcher County,letcher-county-ky,1413,Kentucky,21133,21899
Lewis County,lewis-county-ky,1413,Kentucky,21135,13257
Lincoln County,lincoln-county-ky,1413,Kentucky,21137,24644
Livingston County,livingston-county-ky,1413,Kentucky,21139,9242
Logan County,logan-county-ky,1413,Kentucky,21141,26989
Lyon County,lyon-county-ky,1413,Kentucky,21143,8009
McCracken County,mccracken-county-ky,1413,Kentucky,21145,65346
McCreary County,mccreary-county-ky,1413,Kentucky,21147,17408
McLean County,mclean-county-ky,1413,Kentucky,21149,9252
Madison County,madison-county-ky,1413,Kentucky,21151,92368
Magoffin County,magoffin-county-ky,1413,Kentucky,21153,12362
Marion County,marion-county-ky,1413,Kentucky,21155,19404
Marshall County,marshall-county-ky,1413,Kentucky,21157,31191
Martin County,martin-county-ky,1413,Kentucky,21159,11323
Mason County,mason-county-ky,1413,Kentucky,21161,17150
Meade County,meade-county-ky,1413,Kentucky,21163,28715
Menifee County,menifee-county-ky,1413,Kentucky,21165,6451
Mercer County,mercer-county-ky,1413,Kentucky,21167,21774
Metcalfe County,metcalfe-county-ky,1413,Kentucky,21169,10030
Monroe County,monroe-county-ky,1413,Kentucky,21171,10718
Montgomery County,montgomery-county-ky,1413,Kentucky,21173,28203
Morgan County,morgan-county-ky,1413,Kentucky,21175,13345
Muhlenberg County,muhlenberg-county-ky,1413,Kentucky,21177,30774
Nelson County,nelson-county-ky,1413,Kentucky,21179,45851
Nicholas County,nicholas-county-ky,1413,Kentucky,21181,7166
Ohio County,ohio-county-ky,1413,Kentucky,21183,24087
Oldham County,oldham-county-ky,1413,Kentucky,21185,66470
Owen County,owen-county-ky,1413,Kentucky,21187,10880
Owsley County,owsley-county-ky,1413,Kentucky,21189,4472
Pendleton County,pendleton-county-ky,1413,Kentucky,21191,14529
Perry County,perry-county-ky,1413,Kentucky,21193,26092
Pike County,pike-county-ky,1413,Kentucky,21195,58402
Powell County,powell-county-ky,1413,Kentucky,21197,12442
Pulaski County,pulaski-county-ky,1413,Kentucky,21199,64623
Robertson County,robertson-county-ky,1413,Kentucky,21201,2135
Rockcastle County,rockcastle-county-ky,1413,Kentucky,21203,16750
Rowan County,rowan-county-ky,1413,Kentucky,21205,24583
Russell County,russell-county-ky,1413,Kentucky,21207,17821
Scott County,scott-county-ky,1413,Kentucky,21209,56031
Shelby County,shelby-county-ky,1413,Kentucky,21211,48518
Simpson County,simpson-county-ky,1413,Kentucky,21213,18529
Spencer County,spencer-county-ky,1413,Kentucky,21215,18794
Taylor County,taylor-county-ky,1413,Kentucky,21217,25549
Todd County,todd-county-ky,1413,Kentucky,21219,12311
Trigg County,trigg-county-ky,1413,Kentucky,21221,14643
Trimble County,trimble-county-ky,1413,Kentucky,21223,8515
Union County,union-county-ky,1413,Kentucky,21225,14505
Warren County,warren-county-ky,1413,Kentucky,21227,131264
Washington County,washington-county-ky,1413,Kentucky,21229,12084
Wayne County,wayne-county-ky,1413,Kentucky,21231,20468
Webster County,webster-county-ky,1413,Kentucky,21233,13111
Whitley County,whitley-county-ky,1413,Kentucky,21235,36242
Wolfe County,wolfe-county-ky,1413,Kentucky,21237,7177
Woodford County,woodford-county-ky,1413,Kentucky,21239,26533
Acadia Parish,acadia-parish-la,1414,Louisiana,22001,62190
Allen Parish,allen-parish-la,1414,Louisiana,22003,25605
Ascension Parish,ascension-parish-la,1414,Louisiana,22005,124672
Assumption Parish,assumption-parish-la,1414,Louisiana,22007,22300
Avoyelles Parish,avoyelles-parish-la,1414,Louisiana,22009,40462
Beauregard Parish,beauregard-parish-la,1414,Louisiana,22011,37253
Bienville Parish,bienville-parish-la,1414,Louisiana,22013,13308
Bossier Parish,bossier-parish-la,1414,Louisiana,22015,127185
Caddo Parish,caddo-parish-la,1414,Louisiana,22017,242922
Calcasieu Parish,calcasieu-parish-la,1414,Louisiana,22019,203112
Caldwell Parish,caldwell-parish-la,1414,Louisiana,22021,9960
Cameron Parish,cameron-parish-la,1414,Louisiana,22023,6968
Catahoula Parish,catahoula-parish-la,1414,Louisiana,22025,9608
Claiborne Parish,claiborne-parish-la,1414,Louisiana,22027,15944
Concordia Parish,concordia-parish-la,1414,Louisiana,22029,19572
De Soto Parish,de-soto-parish-la,1414,Louisiana,22031,27436
East Baton Rouge Parish,east-baton-rouge-parish-la,1414,Louisiana,22033,440956
East Carroll Parish,east-carroll-parish-la,1414,Louisiana,22035,7037
East Feliciana Parish,east-feliciana-parish-la,1414,Louisiana,22037,19305
Evangeline Parish,evangeline-parish-la,1414,Louisiana,22039,33443
Franklin Parish,franklin-parish-la,1414,Louisiana,22041,20156
Grant Parish,grant-parish-la,1414,Louisiana,22043,22482
Iberia Parish,iberia-parish-la,1414,Louisiana,22045,70941
Iberville Parish,iberville-parish-la,1414,Louisiana,22047,32721
Jackson Parish,jackson-parish-la,1414,Louisiana,22049,15902
Jefferson Parish,jefferson-parish-la,1414,Louisiana,22051,434051
Jefferson Davis Parish,jefferson-davis-parish-la,1414,Louisiana,22053,31582
Lafayette Parish,lafayette-parish-la,1414,Louisiana,22055,242782
Lafourche Parish,lafourche-parish-la,1414,Louisiana,22057,98115
LaSalle Parish,lasalle-parish-la,1414,Louisiana,22059,14917
Lincoln Parish,lincoln-parish-la,1414,Louisiana,22061,47196
Livingston Parish,livingston-parish-la,1414,Louisiana,22063,139567
Madison Parish,madison-parish-la,1414,Louisiana,22065,11161
Morehouse Parish,morehouse-parish-la,1414,Louisiana,22067,25398
Natchitoches Parish,natchitoches-parish-la,1414,Louisiana,22069,38659
Orleans Parish,orleans-parish-la,1414,Louisiana,22071,391006
Ouachita Parish,ouachita-parish-la,1414,Louisiana,22073,154475
Plaquemines Parish,plaquemines-parish-la,1414,Louisiana,22075,23410
Pointe Coupee Parish,pointe-coupee-parish-la,1414,Louisiana,22077,21940
Rapides Parish,rapides-parish-la,1414,Louisiana,22079,130562
Red River Parish,red-river-parish-la,1414,Louisiana,22081,8477
Richland Parish,richland-parish-la,1414,Louisiana,22083,20192
Sabine Parish,sabine-parish-la,1414,Louisiana,22085,24032
St. Bernard Parish,st-bernard-parish-la,1414,Louisiana,22087,46721
St. Charles Parish,st-charles-parish-la,1414,Louisiana,22089,52879
St. Helena Parish,st-helena-parish-la,1414,Louisiana,22091,10262
St. James Parish,st-james-parish-la,1414,Louisiana,22093,21037
St. John the Baptist Parish,st-john-the-baptist-parish-la,1414,Louisiana,22095,43184
St. Landry Parish,st-landry-parish-la,1414,Louisiana,22097,82764
St. Martin Parish,st-martin-parish-la,1414,Louisiana,22099,53621
St. Mary Parish,st-mary-parish-la,1414,Louisiana,22101,49774
St. Tammany Parish,st-tammany-parish-la,1414,Louisiana,22103,258111
Tangipahoa Parish,tangipahoa-parish-la,1414,Louisiana,22105,133777
Tensas Parish,tensas-parish-la,1414,Louisiana,22107,4462
Terrebonne Parish,terrebonne-parish-la,1414,Louisiana,22109,111021
Union Parish,union-parish-la,1414,Louisiana,22111,22330
Vermilion Parish,vermilion-parish-la,1414,Louisiana,22113,59830
Vernon Parish,vernon-parish-la,1414,Louisiana,22115,48860
Washington Parish,washington-parish-la,1414,Louisiana,22117,46582
Webster Parish,webster-parish-la,1414,Louisiana,22119,38798
West Baton Rouge Parish,west-baton-rouge-parish-la,1414,Louisiana,22121,26427
West Carroll Parish,west-carroll-parish-la,1414,Louisiana,22123,10982
West Feliciana Parish,west-feliciana-parish-la,1414,Louisiana,22125,15460
Winn Parish,winn-parish-la,1414,Louisiana,22127,14134
Androscoggin County,androscoggin-county-me,1415,Maine,23001,107679
Aroostook County,aroostook-county-me,1415,Maine,23003,67111
Cumberland County,cumberland-county-me,1415,Maine,23005,293557
Franklin County,franklin-county-me,1415,Maine,23007,29897
Hancock County,hancock-county-me,1415,Maine,23009,54811
Kennebec County,kennebec-county-me,1415,Maine,23011,122083
Knox County,knox-county-me,1415,Maine,23013,39771
Lincoln County,lincoln-county-me,1415,Maine,23015,34342
Oxford County,oxford-county-me,1415,Maine,23017,57618
Penobscot County,penobscot-county-me,1415,Maine,23019,151096
Piscataquis County,piscataquis-county-me,1415,Maine,23021,16800
Sagadahoc County,sagadahoc-county-me,1415,Maine,23023,35634
Somerset County,somerset-county-me,1415,Maine,23025,50592
Waldo County,waldo-county-me,1415,Maine,23027,39694
Washington County,washington-county-me,1415,Maine,23029,31490
York County,york-county-me,1415,Maine,23031,206229
Allegany County,allegany-county-md,1416,Maryland,24001,70975
Anne Arundel County,anne-arundel-county-md,1416,Maryland,24003,576031
Baltimore County,baltimore-county-md,1416,Maryland,24005,828431
Calvert County,calvert-county-md,1416,Maryland,24009,92003
Caroline County,caroline-county-md,1416,Maryland,24011,33304
Carroll County,carroll-county-md,1416,Maryland,24013,168429
Cecil County,cecil-county-md,1416,Maryland,24015,102826
Charles County,charles-county-md,1416,Maryland,24017,161503
Dorchester County,dorchester-county-md,1416,Maryland,24019,31998
Frederick County,frederick-county-md,1416,Maryland,24021,255648
Garrett County,garrett-county-md,1416,Maryland,24023,29163
Harford County,harford-county-md,1416,Maryland,24025,253956
Howard County,howard-county-md,1416,Maryland,24027,323196
Kent County,kent-county-md,1416,Maryland,24029,19383
Montgomery County,montgomery-county-md,1416,Maryland,24031,1052567
Prince George's County,prince-george's-county-md,1416,Maryland,24033,909308
Queen Anne's County,queen-anne's-county-md,1416,Maryland,24035,50251
St. Mary's County,st-mary's-county-md,1416,Maryland,24037,112664
Somerset County,somerset-county-md,1416,Maryland,24039,25675
Talbot County,talbot-county-md,1416,Maryland,24041,36968
Washington County,washington-county-md,1416,Maryland,24043,150926
Wicomico County,wicomico-county-md,1416,Maryland,24045,103195
Worcester County,worcester-county-md,1416,Maryland,24047,51823
Baltimore city,baltimore-city-md,1416,Maryland,24510,602495
Barnstable County,barnstable-county-ma,1417,Massachusetts,25001,213413
Berkshire County,berkshire-county-ma,1417,Massachusetts,25003,126348
Bristol County,bristol-county-ma,1417,Massachusetts,25005,564022
Dukes County,dukes-county-ma,1417,Massachusetts,25007,17352
Essex County,essex-county-ma,1417,Massachusetts,25009,790638
Franklin County,franklin-county-ma,1417,Massachusetts,25011,70963
Hampden County,hampden-county-ma,1417,Massachusetts,25013,470406
Hampshire County,hampshire-county-ma,1417,Massachusetts,25015,161355
Middlesex County,middlesex-county-ma,1417,Massachusetts,25017,1614714
Nantucket County,nantucket-county-ma,1417,Massachusetts,25019,11327
Norfolk County,norfolk-county-ma,1417,Massachusetts,25021,705388
Plymouth County,plymouth-county-ma,1417,Massachusetts,25023,518132
Suffolk County,suffolk-county-ma,1417,Massachusetts,25025,807252
Worcester County,worcester-county-ma,1417,Massachusetts,25027,830839
Alcona County,alcona-county-mi,1418,Michigan,26001,10362
Alger County,alger-county-mi,1418,Michigan,26003,9097
Allegan County,allegan-county-mi,1418,Michigan,26005,117327
Alpena County,alpena-county-mi,1418,Michigan,26007,28360
Antrim County,antrim-county-mi,1418,Michigan,26009,23365
Arenac County,arenac-county-mi,1418,Michigan,26011,15041
Baraga County,baraga-county-mi,1418,Michigan,26013,8320
Barry County,barry-county-mi,1418,Michigan,26015,61157
Bay County,bay-county-mi,1418,Michigan,26017,103923
Benzie County,benzie-county-mi,1418,Michigan,26019,17753
Berrien County,berrien-county-mi,1418,Michigan,26021,154141
Branch County,branch-county-mi,1418,Michigan,26023,43622
Calhoun County,calhoun-county-mi,1418,Michigan,26025,134487
Cass County,cass-county-mi,1418,Michigan,26027,51653
Charlevoix County,charlevoix-county-mi,1418,Michigan,26029,26244
Cheboygan County,cheboygan-county-mi,1418,Michigan,26031,25413
Chippewa County,chippewa-county-mi,1418,Michigan,26033,37517
Clare County,clare-county-mi,1418,Michigan,26035,30757
Clinton County,clinton-county-mi,1418,Michigan,26037,79332
Crawford County,crawford-county-mi,1418,Michigan,26039,13901
Delta County,delta-county-mi,1418,Michigan,26041,35857
Dickinson County,dickinson-county-mi,1418,Michigan,26043,25383
Eaton County,eaton-county-mi,1418,Michigan,26045,109826
Emmet County,emmet-county-mi,1418,Michigan,26047,33308
Genesee County,genesee-county-mi,1418,Michigan,26049,406892
Gladwin County,gladwin-county-mi,1418,Michigan,26051,25337
Gogebic County,gogebic-county-mi,1418,Michigan,26053,15096
Grand Traverse County,grand-traverse-county-mi,1418,Michigan,26055,92573
Gratiot County,gratiot-county-mi,1418,Michigan,26057,40599
Hillsdale County,hillsdale-county-mi,1418,Michigan,26059,45749
Houghton County,houghton-county-mi,1418,Michigan,26061,36219
Huron County,huron-county-mi,1418,Michigan,26063,31166
