term_id,GEOID,county_name,state_name,slug,state_id,state_term_id,census_2018_pop,pop_density_land,area_total,area_land,area_water,housing_units,pop_density_housing
2367,"0500000US19191","Winneshiek County","Iowa","winneshiek-county-ia","IA",1411,20029,30.5,690.14,".27,689.87,8721,12.6
2368,"0500000US19193","Woodbury County","Iowa","woodbury-county-ia","IA",1411,102539,117.1,877.77,4.94,872.83,41484,47.5
2369,"0500000US19195","Worth County","Iowa","worth-county-ia","IA",1411,7453,19,401.94,1.82,400.12,3548,8.9
2370,"0500000US19197","Wright County","Iowa","wright-county-ia","IA",1411,12690,22.8,582.24,1.82,580.42,6529,11.2
2371,"0500000US20001","Allen County","Kansas","allen-county-ks","KS",1412,12444,26.7,505.33,5.02,500.3,6226,12.4
2372,"0500000US20003","Anderson County","Kansas","anderson-county-ks","KS",1412,7878,14,583.73,4.09,579.65,3720,6.4
2373,"0500000US20005","Atchison County","Kansas","atchison-county-ks","KS",1412,16193,39.3,433.82,2.65,431.17,6990,16.2
2374,"0500000US20007","Barber County","Kansas","barber-county-ks","KS",1412,4472,4.3,1136.17,2.09,1134.07,2765,2.4
2375,"0500000US20009","Barton County","Kansas","barton-county-ks","KS",1412,26111,30.9,900.63,5.23,895.4,12696,14.2
2376,"0500000US20011","Bourbon County","Kansas","bourbon-county-ks","KS",1412,14653,23.9,639.09,3.62,635.47,7167,11.3
2377,"0500000US20013","Brown County","Kansas","brown-county-ks","KS",1412,9598,17.5,572.11,1.23,570.87,4779,8.4
2378,"0500000US20015","Butler County","Kansas","butler-county-ks","KS",1412,66765,46.1,1446.53,16.66,1429.86,26058,18.2
2379,"0500000US20017","Chase County","Kansas","chase-county-ks","KS",1412,2629,3.6,777.73,4.67,773.06,1503,1.9
2380,"0500000US20019","Chautauqua County","Kansas","chautauqua-county-ks","KS",1412,3309,5.7,644.77,5.89,638.88,2150,3.4
2381,"0500000US20021","Cherokee County","Kansas","cherokee-county-ks","KS",1412,20015,36.8,591.02,3.46,587.57,9890,16.8
2382,"0500000US20023","Cheyenne County","Kansas","cheyenne-county-ks","KS",1412,2660,2.7,1020.94,1.06,1019.89,1518,1.5
2383,"0500000US20025","Clark County","Kansas","clark-county-ks","KS",1412,2005,2.3,977.18,2.55,974.63,1135,1.2
2384,"0500000US20027","Clay County","Kansas","clay-county-ks","KS",1412,7997,13.2,655.6,10.3,645.3,4042,6.3
2385,"0500000US20029","Cloud County","Kansas","cloud-county-ks","KS",1412,8729,13.3,717.99,2.65,715.34,4659,6.5
2386,"0500000US20031","Coffey County","Kansas","coffey-county-ks","KS",1412,8233,13.7,654.09,27.15,626.95,3964,6.3
2387,"0500000US20033","Comanche County","Kansas","comanche-county-ks","KS",1412,1748,2.4,789.69,1.39,788.3,1044,1.3
2388,"0500000US20035","Cowley County","Kansas","cowley-county-ks","KS",1412,35218,32.3,1132.43,6.68,1125.75,16030,14.2
2389,"0500000US20037","Crawford County","Kansas","crawford-county-ks","KS",1412,39019,66.4,595.01,5.26,589.76,17801,30.2
2390,"0500000US20039","Decatur County","Kansas","decatur-county-ks","KS",1412,2871,3.3,894.15,".63,893.52,1818,2
2391,"0500000US20041","Dickinson County","Kansas","dickinson-county-ks","KS",1412,18717,23.3,851.95,4.88,847.07,8972,10.6
2392,"0500000US20043","Doniphan County","Kansas","doniphan-county-ks","KS",1412,7682,20.2,398.28,4.87,393.41,3576,9.1
2393,"0500000US20045","Douglas County","Kansas","douglas-county-ks","KS",1412,121436,243.1,474.64,18.77,455.87,46731,102.5
2394,"0500000US20047","Edwards County","Kansas","edwards-county-ks","KS",1412,2849,4.9,621.97,".08,621.89,1636,2.6
2395,"0500000US20049","Elk County","Kansas","elk-county-ks","KS",1412,2508,4.5,650.47,6.2,644.26,1760,2.7
2396,"0500000US20051","Ellis County","Kansas","ellis-county-ks","KS",1412,28710,31.6,900.37,".46,899.91,12872,14.3
2397,"0500000US20053","Ellsworth County","Kansas","ellsworth-county-ks","KS",1412,6196,9.1,723.29,7.44,715.85,3239,4.5
2398,"0500000US20055","Finney County","Kansas","finney-county-ks","KS",1412,36611,28.2,1302.67,".7,1301.97,13276,10.2
2399,"0500000US20057","Ford County","Kansas","ford-county-ks","KS",1412,33888,30.8,1099.08,".81,1098.27,12005,10.9
2400,"0500000US20059","Franklin County","Kansas","franklin-county-ks","KS",1412,25631,45.5,577.14,5.38,571.76,11147,19.5
2401,"0500000US20061","Geary County","Kansas","geary-county-ks","KS",1412,32594,89.3,404.49,19.87,384.62,14517,37.7
2402,"0500000US20063","Gove County","Kansas","gove-county-ks","KS",1412,2612,2.5,1071.76,".09,1071.66,1373,1.3
2403,"0500000US20065","Graham County","Kansas","graham-county-ks","KS",1412,2492,2.9,898.75,".23,898.52,1484,1.7
2404,"0500000US20067","Grant County","Kansas","grant-county-ks","KS",1412,7336,13.6,575.14,".34,574.8,2945,5.1
2405,"0500000US20069","Gray County","Kansas","gray-county-ks","KS",1412,6033,6.9,869.3,".43,868.87,2340,2.7
2406,"0500000US20071","Greeley County","Kansas","greeley-county-ks","KS",1412,1227,1.6,778.45,0,778.45,629,".8
2407,"0500000US20073","Greenwood County","Kansas","greenwood-county-ks","KS",1412,6055,5.9,1152.63,9.33,1143.3,4068,3.6
2408,"0500000US20075","Hamilton County","Kansas","hamilton-county-ks","KS",1412,2607,2.7,997.63,1.12,996.51,1236,1.2
2409,"0500000US20077","Harper County","Kansas","harper-county-ks","KS",1412,5506,7.5,802.78,1.51,801.27,3116,3.9
2410,"0500000US20079","Harvey County","Kansas","harvey-county-ks","KS",1412,34210,64.3,540.72,".97,539.75,14527,26.9
2411,"0500000US20081","Haskell County","Kansas","haskell-county-ks","KS",1412,3997,7.4,577.87,".35,577.52,1666,2.9
2412,"0500000US20083","Hodgeman County","Kansas","hodgeman-county-ks","KS",1412,1818,2.2,860.31,".32,859.99,973,1.1
2413,"0500000US20085","Jackson County","Kansas","jackson-county-ks","KS",1412,13280,20.5,658.02,1.8,656.22,5779,8.8
2414,"0500000US20087","Jefferson County","Kansas","jefferson-county-ks","KS",1412,18975,35.9,556.68,24.1,532.57,8160,15.3
2415,"0500000US20089","Jewell County","Kansas","jewell-county-ks","KS",1412,2841,3.4,914.36,4.58,909.78,2032,2.2
2416,"0500000US20091","Johnson County","Kansas","johnson-county-ks","KS",1412,597555,1149.6,479.9,6.52,473.37,226571,478.6
2417,"0500000US20093","Kearny County","Kansas","kearny-county-ks","KS",1412,3943,4.6,870.98,".44,870.54,1556,1.8
2418,"0500000US20095","Kingman County","Kansas","kingman-county-ks","KS",1412,7310,9.1,866.66,3.3,863.36,3818,4.4
2419,"0500000US20097","Kiowa County","Kansas","kiowa-county-ks","KS",1412,2516,3.5,722.87,".23,722.64,1220,1.7
2420,"0500000US20099","Labette County","Kansas","labette-county-ks","KS",1412,19964,33.5,653.12,7.82,645.29,10092,15.6
2421,"0500000US20101","Lane County","Kansas","lane-county-ks","KS",1412,1560,2.4,717.67,".21,717.46,990,1.4
2422,"0500000US20103","Leavenworth County","Kansas","leavenworth-county-ks","KS",1412,81352,164.7,468.97,6.14,462.83,28697,62
2423,"0500000US20105","Lincoln County","Kansas","lincoln-county-ks","KS",1412,3023,4.5,720.46,1.06,719.4,1864,2.6
2424,"0500000US20107","Linn County","Kansas","linn-county-ks","KS",1412,9750,16.3,606.4,12.34,594.06,5446,9.2
2425,"0500000US20109","Logan County","Kansas","logan-county-ks","KS",1412,2844,2.6,1073.1,".11,1072.99,1441,1.3
2426,"0500000US20111","Lyon County","Kansas","lyon-county-ks","KS",1412,33406,39.8,855.42,7.94,847.47,15237,18
2427,"0500000US20113","McPherson County","Kansas","mcpherson-county-ks","KS",1412,28537,32.5,900.6,2.33,898.27,12721,14.2
2428,"0500000US20115","Marion County","Kansas","marion-county-ks","KS",1412,11950,13.4,953.73,9.44,944.29,5946,6.3
2429,"0500000US20117","Marshall County","Kansas","marshall-county-ks","KS",1412,9722,11.2,905.11,4.92,900.18,4866,5.4
2430,"0500000US20119","Meade County","Kansas","meade-county-ks","KS",1412,4146,4.7,979.35,1.26,978.09,1998,2
2431,"0500000US20121","Miami County","Kansas","miami-county-ks","KS",1412,33680,57,590.26,14.59,575.66,13190,22.9
2432,"0500000US20123","Mitchell County","Kansas","mitchell-county-ks","KS",1412,6150,9.1,719.16,17.37,701.79,3296,4.7
2433,"0500000US20125","Montgomery County","Kansas","montgomery-county-ks","KS",1412,32120,55.1,651.48,7.95,643.53,16578,25.8
2434,"0500000US20127","Morris County","Kansas","morris-county-ks","KS",1412,5521,8.5,702.89,7.61,695.28,3206,4.6
2435,"0500000US20129","Morton County","Kansas","morton-county-ks","KS",1412,2667,4.4,729.93,".2,729.73,1467,2
2436,"0500000US20131","Nemaha County","Kansas","nemaha-county-ks","KS",1412,10155,14.2,719.44,2.01,717.43,4562,6.4
2437,"0500000US20133","Neosho County","Kansas","neosho-county-ks","KS",1412,15951,28.9,577.79,6.32,571.47,7513,13.1
2438,"0500000US20135","Ness County","Kansas","ness-county-ks","KS",1412,2840,2.9,1075.01,".26,1074.75,1740,1.6
2439,"0500000US20137","Norton County","Kansas","norton-county-ks","KS",1412,5430,6.5,881.3,3.16,878.13,2542,2.9
2440,"0500000US20139","Osage County","Kansas","osage-county-ks","KS",1412,15941,23.1,719.85,14.33,705.52,7503,10.6
2441,"0500000US20141","Osborne County","Kansas","osborne-county-ks","KS",1412,3475,4.3,894.36,1.86,892.5,2206,2.5
2442,"0500000US20143","Ottawa County","Kansas","ottawa-county-ks","KS",1412,5802,8.5,721.34,".6,720.73,2779,3.9
2443,"0500000US20145","Pawnee County","Kansas","pawnee-county-ks","KS",1412,6562,9.2,754.65,".38,754.26,3152,4.2
2444,"0500000US20147","Phillips County","Kansas","phillips-county-ks","KS",1412,5317,6.4,894.56,8.68,885.88,3049,3.4
2445,"0500000US20149","Pottawatomie County","Kansas","pottawatomie-county-ks","KS",1412,24277,25.7,861.91,20.89,841.02,8626,10.3
2446,"0500000US20151","Pratt County","Kansas","pratt-county-ks","KS",1412,9378,13.1,735.72,".68,735.04,4514,6.1
2447,"0500000US20153","Rawlins County","Kansas","rawlins-county-ks","KS",1412,2508,2.4,1069.58,".16,1069.42,1458,1.4
2448,"0500000US20155","Reno County","Kansas","reno-county-ks","KS",1412,62342,51.4,1272.11,16.76,1255.35,28274,22.5
2449,"0500000US20157","Republic County","Kansas","republic-county-ks","KS",1412,4664,6.9,720.45,3.08,717.37,2877,4
2450,"0500000US20159","Rice County","Kansas","rice-county-ks","KS",1412,9531,13.9,727.96,1.73,726.24,4548,6.3
2451,"0500000US20161","Riley County","Kansas","riley-county-ks","KS",1412,73703,116.6,621.96,12.18,609.77,28212,46.3
2452,"0500000US20163","Rooks County","Kansas","rooks-county-ks","KS",1412,5013,5.8,895.15,4.62,890.53,2768,3.1
2453,"0500000US20165","Rush County","Kansas","rush-county-ks","KS",1412,3093,4.6,717.97,".21,717.76,1869,2.6
2454,"0500000US20167","Russell County","Kansas","russell-county-ks","KS",1412,6907,7.9,899.44,13.18,886.26,3910,4.4
2455,"0500000US20169","Saline County","Kansas","saline-county-ks","KS",1412,54401,77.2,721.31,1.08,720.22,24101,33.5
2456,"0500000US20171","Scott County","Kansas","scott-county-ks","KS",1412,4897,6.9,717.66,".12,717.54,2193,3.1
2457,"0500000US20173","Sedgwick County","Kansas","sedgwick-county-ks","KS",1412,513607,499.6,1009.12,11.61,997.51,211593,212.1
2458,"0500000US20175","Seward County","Kansas","seward-county-ks","KS",1412,21780,35.9,640.49,".99,639.5,8061,12.6
2459,"0500000US20177","Shawnee County","Kansas","shawnee-county-ks","KS",1412,177499,327.1,555.73,11.71,544.02,79140,145.5
2460,"0500000US20179","Sheridan County","Kansas","sheridan-county-ks","KS",1412,2533,2.9,896.21,".25,895.96,1265,1.4
2461,"0500000US20181","Sherman County","Kansas","sherman-county-ks","KS",1412,5899,5.7,1056.28,".21,1056.07,3148,3
2462,"0500000US20183","Smith County","Kansas","smith-county-ks","KS",1412,3603,4.3,896.96,1.5,895.46,2232,2.5
2463,"0500000US20185","Stafford County","Kansas","stafford-county-ks","KS",1412,4178,5.6,794.92,2.87,792.05,2319,2.9
2464,"0500000US20187","Stanton County","Kansas","stanton-county-ks","KS",1412,1987,3.3,680.41,".07,680.35,990,1.5
2465,"0500000US20189","Stevens County","Kansas","stevens-county-ks","KS",1412,5559,7.9,727.47,".18,727.29,2306,3.2
2466,"0500000US20191","Sumner County","Kansas","sumner-county-ks","KS",1412,22996,20.4,1184.95,3.01,1181.94,10865,9.2
2467,"0500000US20193","Thomas County","Kansas","thomas-county-ks","KS",1412,7711,7.4,1074.8,".11,1074.69,3536,3.3
2468,"0500000US20195","Trego County","Kansas","trego-county-ks","KS",1412,2793,3.4,899.63,10.15,889.48,1682,1.9
2469,"0500000US20197","Wabaunsee County","Kansas","wabaunsee-county-ks","KS",1412,6899,8.9,799.62,5.32,794.3,3227,4.1
2470,"0500000US20199","Wallace County","Kansas","wallace-county-ks","KS",1412,1503,1.6,913.71,".05,913.65,781,".9
2471,"0500000US20201","Washington County","Kansas","washington-county-ks","KS",1412,5420,6.5,898.67,3.92,894.76,2955,3.3
2472,"0500000US20203","Wichita County","Kansas","wichita-county-ks","KS",1412,2105,3.1,718.59,".02,718.57,1054,1.5
2473,"0500000US20205","Wilson County","Kansas","wilson-county-ks","KS",1412,8665,16.5,575.07,4.66,570.42,4682,8.2
2474,"0500000US20207","Woodson County","Kansas","woodson-county-ks","KS",1412,3183,6.6,505.25,7.43,497.82,2022,4.1
2475,"0500000US20209","Wyandotte County","Kansas","wyandotte-county-ks","KS",1412,165324,1039,156.19,4.59,151.6,66747,440.3
2476,"0500000US21001","Adair County","Kentucky","adair-county-ky","KY",1413,19215,46,412.4,7.12,405.28,8568,21.1
2477,"0500000US21003","Allen County","Kentucky","allen-county-ky","KY",1413,21122,58,351.86,7.53,344.34,9307,27
2478,"0500000US21005","Anderson County","Kentucky","anderson-county-ky","KY",1413,22663,106.1,204.27,2.44,201.83,9127,45.2
2479,"0500000US21007","Ballard County","Kentucky","ballard-county-ky","KY",1413,7979,33.4,273.69,27.03,246.66,3885,15.8
2480,"0500000US21009","Barren County","Kentucky","barren-county-ky","KY",1413,44176,86.5,500,12.46,487.54,19188,39.4
2481,"0500000US21011","Bath County","Kentucky","bath-county-ky","KY",1413,12383,41.6,284,5.21,278.79,5405,19.4
2482,"0500000US21013","Bell County","Kentucky","bell-county-ky","KY",1413,26569,79.9,361.12,2.12,359,13154,36.6
2483,"0500000US21015","Boone County","Kentucky","boone-county-ky","KY",1413,131533,482.3,256.46,10.11,246.36,46154,187.3
2484,"0500000US21017","Bourbon County","Kentucky","bourbon-county-ky","KY",1413,20184,69,291.59,1.87,289.72,8927,30.8
2485,"0500000US21019","Boyd County","Kentucky","boyd-county-ky","KY",1413,47240,309.9,162.02,2.16,159.86,21803,136.4
2486,"0500000US21021","Boyle County","Kentucky","boyle-county-ky","KY",1413,30100,157.8,182.66,2.49,180.17,12312,68.3
2487,"0500000US21023","Bracken County","Kentucky","bracken-county-ky","KY",1413,8239,41.3,208.95,3.33,205.61,3840,18.7
2488,"0500000US21025","Breathitt County","Kentucky","breathitt-county-ky","KY",1413,12726,28.2,495.27,2.85,492.41,6231,12.7
2489,"0500000US21027","Breckinridge County","Kentucky","breckinridge-county-ky","KY",1413,20388,35.4,585.62,18.45,567.17,10630,18.7
2490,"0500000US21029","Bullitt County","Kentucky","bullitt-county-ky","KY",1413,81069,250.2,300.26,3.24,297.02,29318,98.7
2491,"0500000US21031","Butler County","Kentucky","butler-county-ky","KY",1413,12772,29.8,431.47,5.39,426.09,5877,13.8
2492,"0500000US21033","Caldwell County","Kentucky","caldwell-county-ky","KY",1413,12715,37.7,348.15,3.36,344.79,6292,18.2
2493,"0500000US21035","Calloway County","Kentucky","calloway-county-ky","KY",1413,39135,96.6,410.7,25.67,385.02,18065,46.9
2494,"0500000US21037","Campbell County","Kentucky","campbell-county-ky","KY",1413,93152,597,159.42,8.11,151.31,39523,261.2
2495,"0500000US21039","Carlisle County","Kentucky","carlisle-county-ky","KY",1413,4771,26.9,198.98,9.55,189.43,2441,12.9
2496,"0500000US21041","Carroll County","Kentucky","carroll-county-ky","KY",1413,10737,84.1,137.31,8.75,128.57,4696,36.5
2497,"0500000US21043","Carter County","Kentucky","carter-county-ky","KY",1413,27004,67.7,412.12,2.63,409.5,12311,30.1
2498,"0500000US21045","Casey County","Kentucky","casey-county-ky","KY",1413,15888,35.9,445.74,1.51,444.23,7487,16.9
2499,"0500000US21047","Christian County","Kentucky","christian-county-ky","KY",1413,71671,103.1,724.04,6.54,717.5,29459,41.1
2500,"0500000US21049","Clark County","Kentucky","clark-county-ky","KY",1413,36249,141.1,255.16,2.69,252.46,15706,62.2
2501,"0500000US21051","Clay County","Kentucky","clay-county-ky","KY",1413,20105,46.3,471.09,1.84,469.25,8875,18.9
2502,"0500000US21053","Clinton County","Kentucky","clinton-county-ky","KY",1413,10206,52.1,205.42,8.17,197.25,5311,26.9
2503,"0500000US21055","Crittenden County","Kentucky","crittenden-county-ky","KY",1413,8915,25.9,371.14,11.19,359.95,4569,12.7
2504,"0500000US21057","Cumberland County","Kentucky","cumberland-county-ky","KY",1413,6659,22.5,310.91,5.73,305.18,3690,12.1
2505,"0500000US21059","Daviess County","Kentucky","daviess-county-ky","KY",1413,101104,210.9,476.57,18.23,458.35,41452,90.4
2506,"0500000US21061","Edmonson County","Kentucky","edmonson-county-ky","KY",1413,12274,40.2,308,5.12,302.88,6467,21.4
2507,"0500000US21063","Elliott County","Kentucky","elliott-county-ky","KY",1413,7508,33.5,235.32,1.01,234.32,3371,14.4
2508,"0500000US21065","Estill County","Kentucky","estill-county-ky","KY",1413,14198,58,255.61,2.53,253.08,6865,27.1
2509,"0500000US21067","Fayette County","Kentucky","fayette-county-ky","KY",1413,323780,1042.8,285.55,1.9,283.65,135160,476.5
2510,"0500000US21069","Fleming County","Kentucky","fleming-county-ky","KY",1413,14432,41.2,351.32,2.77,348.54,6623,19
2511,"0500000US21071","Floyd County","Kentucky","floyd-county-ky","KY",1413,35845,100.3,395.71,2.36,393.34,18175,46.2
2512,"0500000US21073","Franklin County","Kentucky","franklin-county-ky","KY",1413,50815,237.2,212.01,4.26,207.75,23164,111.5
2513,"0500000US21075","Fulton County","Kentucky","fulton-county-ky","KY",1413,6120,33.2,230.62,25.11,205.5,3372,16.4
2514,"0500000US21077","Gallatin County","Kentucky","gallatin-county-ky","KY",1413,8832,84.8,104.72,3.48,101.23,3786,37.4
2515,"0500000US21079","Garrard County","Kentucky","garrard-county-ky","KY",1413,17560,73.5,233.95,3.87,230.08,7463,32.4
2516,"0500000US21081","Grant County","Kentucky","grant-county-ky","KY",1413,25121,95.6,260.77,2.8,257.96,9942,38.5
2517,"0500000US21083","Graves County","Kentucky","graves-county-ky","KY",1413,37317,67.3,556.79,5.05,551.74,16777,30.4
2518,"0500000US21085","Grayson County","Kentucky","grayson-county-ky","KY",1413,26321,51.8,511.03,14.33,496.7,13561,27.3
2519,"0500000US21087","Green County","Kentucky","green-county-ky","KY",1413,11049,39.4,288.79,2.76,286.03,5324,18.6
2520,"0500000US21089","Greenup County","Kentucky","greenup-county-ky","KY",1413,35268,107.2,354.45,10.05,344.4,16330,47.4
2521,"0500000US21091","Hancock County","Kentucky","hancock-county-ky","KY",1413,8758,45.6,198.89,11.23,187.65,3734,19.9
2522,"0500000US21093","Hardin County","Kentucky","hardin-county-ky","KY",1413,110356,169.3,630.14,6.86,623.28,43261,69.4
2523,"0500000US21095","Harlan County","Kentucky","harlan-county-ky","KY",1413,26409,62.9,468.15,2.32,465.83,13513,29
2524,"0500000US21097","Harrison County","Kentucky","harrison-county-ky","KY",1413,18778,61.5,309.86,3.5,306.36,8208,26.8
2525,"0500000US21099","Hart County","Kentucky","hart-county-ky","KY",1413,18906,44.2,417.85,5.76,412.09,8559,20.8
2526,"0500000US21101","Henderson County","Kentucky","henderson-county-ky","KY",1413,45591,105.9,466.28,29.61,436.67,20320,46.5
2527,"0500000US21103","Henry County","Kentucky","henry-county-ky","KY",1413,16106,53.9,291.12,4.85,286.28,6640,23.2
2528,"0500000US21105","Hickman County","Kentucky","hickman-county-ky","KY",1413,4421,20.2,253.04,10.77,242.27,2342,9.7
2529,"0500000US21107","Hopkins County","Kentucky","hopkins-county-ky","KY",1413,45068,86.6,554.42,12.42,542,21180,39.1
2530,"0500000US21109","Jackson County","Kentucky","jackson-county-ky","KY",1413,13442,39.1,346.51,1.31,345.2,6523,18.9
2531,"0500000US21111","Jefferson County","Kentucky","jefferson-county-ky","KY",1413,770517,1948.1,397.68,17.27,380.42,337616,887.5
2532,"0500000US21113","Jessamine County","Kentucky","jessamine-county-ky","KY",1413,53920,282.3,174.5,2.38,172.12,19331,112.3
2533,"0500000US21115","Johnson County","Kentucky","johnson-county-ky","KY",1413,22386,89.2,264.14,2.18,261.95,10624,40.6
2534,"0500000US21117","Kenton County","Kentucky","kenton-county-ky","KY",1413,166051,996.7,164.35,4.1,160.25,68975,430.4
2535,"0500000US21119","Knott County","Kentucky","knott-county-ky","KY",1413,15126,46.5,352.85,1.33,351.52,7461,21.2
2536,"0500000US21121","Knox County","Kentucky","knox-county-ky","KY",1413,31304,82.5,387.75,1.45,386.3,14485,37.5
2537,"0500000US21123","Larue County","Kentucky","larue-county-ky","KY",1413,14307,54.3,263.63,2.11,261.52,6172,23.6
2538,"0500000US21125","Laurel County","Kentucky","laurel-county-ky","KY",1413,60669,135.6,443.69,9.74,433.95,25446,58.6
2539,"0500000US21127","Lawrence County","Kentucky","lawrence-county-ky","KY",1413,15571,38.2,420.07,4.47,415.6,7286,17.5
2540,"0500000US21129","Lee County","Kentucky","lee-county-ky","KY",1413,7033,37.8,211.26,2.4,208.86,3436,16.5
2541,"0500000US21131","Leslie County","Kentucky","leslie-county-ky","KY",1413,10143,28.2,404.45,3.6,400.84,5278,13.2
2542,"0500000US21133","Letcher County","Kentucky","letcher-county-ky","KY",1413,21899,72.6,339.03,1.12,337.91,11601,34.3
2543,"0500000US21135","Lewis County","Kentucky","lewis-county-ky","KY",1413,13257,28.7,495.38,12.55,482.84,6481,13.4
2544,"0500000US21137","Lincoln County","Kentucky","lincoln-county-ky","KY",1413,24644,74.1,336.58,2.48,334.09,10819,32.4
2545,"0500000US21139","Livingston County","Kentucky","livingston-county-ky","KY",1413,9242,30.4,342.33,29.21,313.13,4824,15.4
2546,"0500000US21141","Logan County","Kentucky","logan-county-ky","KY",1413,26989,48.6,557.03,4.9,552.13,12339,22.3
2547,"0500000US21143","Lyon County","Kentucky","lyon-county-ky","KY",1413,8009,38.9,256.53,42.69,213.84,4791,22.4
2548,"0500000US21145","McCracken County","Kentucky","mccracken-county-ky","KY",1413,65346,263.6,268.17,19.43,248.74,31079,124.9
2549,"0500000US21147","McCreary County","Kentucky","mccreary-county-ky","KY",1413,17408,42.9,430.95,4.14,426.8,7507,17.6
2550,"0500000US21149","McLean County","Kentucky","mclean-county-ky","KY",1413,9252,37.8,256.23,3.76,252.47,4264,16.9
2551,"0500000US21151","Madison County","Kentucky","madison-county-ky","KY",1413,92368,189.6,443.26,5.96,437.29,35043,80.1
2552,"0500000US21153","Magoffin County","Kentucky","magoffin-county-ky","KY",1413,12362,43.2,309.16,".71,308.44,5950,19.3
2553,"0500000US21155","Marion County","Kentucky","marion-county-ky","KY",1413,19404,57.8,346.86,3.85,343.01,8182,23.9
2554,"0500000US21157","Marshall County","Kentucky","marshall-county-ky","KY",1413,31191,104.4,340.17,38.92,301.25,15748,52.3
2555,"0500000US21159","Martin County","Kentucky","martin-county-ky","KY",1413,11323,56.3,230.6,".99,229.6,5164,22.5
2556,"0500000US21161","Mason County","Kentucky","mason-county-ky","KY",1413,17150,72.8,246.41,6.29,240.13,8105,33.8
2557,"0500000US21163","Meade County","Kentucky","meade-county-ky","KY",1413,28715,93.6,324.5,19.08,305.42,11762,38.5
2558,"0500000US21165","Menifee County","Kentucky","menifee-county-ky","KY",1413,6451,31,205.93,2.35,203.58,3744,18.4
2559,"0500000US21167","Mercer County","Kentucky","mercer-county-ky","KY",1413,21774,85.7,253.31,4.51,248.8,9941,40
2560,"0500000US21169","Metcalfe County","Kentucky","metcalfe-county-ky","KY",1413,10030,34.9,291.19,1.54,289.65,4681,16.2
2561,"0500000US21171","Monroe County","Kentucky","monroe-county-ky","KY",1413,10718,33.3,332.06,2.68,329.37,5204,15.8
2562,"0500000US21173","Montgomery County","Kentucky","montgomery-county-ky","KY",1413,28203,134.3,198.86,1.49,197.37,11699,59.3
2563,"0500000US21175","Morgan County","Kentucky","morgan-county-ky","KY",1413,13345,36.5,383.79,2.66,381.13,5830,15.3
2564,"0500000US21177","Muhlenberg County","Kentucky","muhlenberg-county-ky","KY",1413,30774,67.4,479.4,12.32,467.08,13699,29.3
2565,"0500000US21179","Nelson County","Kentucky","nelson-county-ky","KY",1413,45851,104,424.08,6.56,417.51,18075,43.3
2566,"0500000US21181","Nicholas County","Kentucky","nicholas-county-ky","KY",1413,7166,36.6,196.83,1.66,195.17,3261,16.7
2567,"0500000US21183","Ohio County","Kentucky","ohio-county-ky","KY",1413,24087,40.6,596.23,8.95,587.27,10219,17.4
2568,"0500000US21185","Oldham County","Kentucky","oldham-county-ky","KY",1413,66470,322.2,196.43,9.22,187.22,20688,110.5
2569,"0500000US21187","Owen County","Kentucky","owen-county-ky","KY",1413,10880,30.9,354.25,3.14,351.1,5634,16
2570,"0500000US21189","Owsley County","Kentucky","owsley-county-ky","KY",1413,4472,24.1,198.29,".88,197.41,2328,11.8
2571,"0500000US21191","Pendleton County","Kentucky","pendleton-county-ky","KY",1413,14529,53.7,281.92,4.76,277.16,6339,22.9
2572,"0500000US21193","Perry County","Kentucky","perry-county-ky","KY",1413,26092,84.5,342.61,2.94,339.67,12791,37.7
2573,"0500000US21195","Pike County","Kentucky","pike-county-ky","KY",1413,58402,82.6,788.67,1.84,786.83,30304,38.5
2574,"0500000US21197","Powell County","Kentucky","powell-county-ky","KY",1413,12442,70.5,180.12,1.14,178.98,5598,31.3
2575,"0500000US21199","Pulaski County","Kentucky","pulaski-county-ky","KY",1413,64623,95.8,677.15,18.75,658.41,31443,47.8
2576,"0500000US21201","Robertson County","Kentucky","robertson-county-ky","KY",1413,2135,22.8,100.1,".19,99.91,1095,11
2577,"0500000US21203","Rockcastle County","Kentucky","rockcastle-county-ky","KY",1413,16750,53.9,318.1,1.55,316.54,7703,24.3
2578,"0500000US21205","Rowan County","Kentucky","rowan-county-ky","KY",1413,24583,83.4,286.27,6.47,279.8,10102,36.1
2579,"0500000US21207","Russell County","Kentucky","russell-county-ky","KY",1413,17821,69.2,282.88,29.22,253.66,9993,39.4
2580,"0500000US21209","Scott County","Kentucky","scott-county-ky","KY",1413,56031,167.4,285.43,3.67,281.77,19303,68.5
2581,"0500000US21211","Shelby County","Kentucky","shelby-county-ky","KY",1413,48518,110.8,385.67,6.04,379.64,16606,43.7
2582,"0500000US21213","Simpson County","Kentucky","simpson-county-ky","KY",1413,18529,74,236.47,2.26,234.2,7435,31.7
2583,"0500000US21215","Spencer County","Kentucky","spencer-county-ky","KY",1413,18794,91.4,191.66,4.98,186.68,6704,35.9
2584,"0500000US21217","Taylor County","Kentucky","taylor-county-ky","KY",1413,25549,92,276.82,10.49,266.33,10864,40.8
2585,"0500000US21219","Todd County","Kentucky","todd-county-ky","KY",1413,12311,33.3,377.06,2.56,374.5,5286,14.1
2586,"0500000US21221","Trigg County","Kentucky","trigg-county-ky","KY",1413,14643,32.5,481.33,39.9,441.43,7810,17.7
