Chippewa Falls,chippewa-falls-wi,4537,Chippewa County,Wisconsin,55017,14035,44.9358|-91.3902,Chippewa Falls|America/Chicago|14035|478|1840002108
Circleville,circleville-oh,3590,Pickaway County,Ohio,39129,15657,39.6062|-82.9334,Circleville|America/New_York|15657|750|1840007317
Clanton,clanton-al,1493,Chilton County,Alabama,01021,5876,32.8439|-86.6230,Clanton|America/Chicago|5876|147|1840006157
Claremont,claremont-nh,3256,Sullivan County,New Hampshire,33019,9330,43.3790|-72.3368,Claremont|America/New_York|9330|116|1840002805
Claremore,claremore-ok,3679,Rogers County,Oklahoma,40131,25365,36.3144|-95.6100,Claremore|America/Chicago|25365|489|1840019049
Clarksville,clarksville-tn,3972,Montgomery County,Tennessee,47125,182849,36.5696|-87.3428,Clarksville|America/Chicago|182849|603|1840014421
Clearfield,clearfield-pa,3743,Clearfield County,Pennsylvania,42033,10373,41.0216|-78.4390,Clearfield|America/New_York|10373|1266|1840003490
Cleburne,cleburne-tx,4130,Johnson County,Texas,48251,36193,32.3562|-97.4146,Cleburne|America/Chicago|36193|334|1840019464
Cleveland,cleveland-ms,2889,Bolivar County,Mississippi,28011,14950,33.7440|-90.7285,Cleveland|America/Chicago|14950|597|1840014748
Cleveland,cleveland-tn,3915,Bradley County,Tennessee,47011,71944,35.1817|-84.8707,Cleveland|America/New_York|71944|633|1840014603
Clinton,clinton-ok,3633,Custer County,Oklahoma,40039,8529,35.5058|-98.9723,Clinton|America/Chicago|8529|375|1840019108
Clinton,clinton-ia,2294,Clinton County,Iowa,19045,30642,41.8434|-90.2408,Clinton|America/Chicago|30642|279|1840000507
Clinton,clinton-nc,3454,Sampson County,North Carolina,37163,9428,35.0005|-78.3312,Clinton|America/New_York|9428|435|1840014605
Clinton,clinton-pa,3728,Allegheny County,Pennsylvania,42003,,40.4926|-80.2960,Clinton|America/New_York||175.0|1840026472
Clinton Township,clinton-township-mi,2763,,,,,|,||||
Clovis,clovis-nm,3283,Curry County,New Mexico,35009,42875,34.4376|-103.1923,Clovis|America/Denver|42875|637|1840019195
Clute,clute-tx,4024,Brazoria County,Texas,48039,11634,29.0257|-95.3973,Clute|America/Chicago|11634|838|1840019669
Coeur d'Alene,coeur-d'alene-id,2061,Kootenai County,Idaho,16055,112935,47.7039|-116.7933,Coeur d'Alene|America/Los_Angeles|112935|1230|1840018402
Colorado Springs,colorado-springs-co,1748,El Paso County,Colorado,08041,623946,38.8674|-104.7606,Colorado Springs|America/Denver|623946|920|1840018825
Columbia,columbia-tn,3969,Maury County,Tennessee,47119,38577,35.6225|-87.0478,Columbia|America/Chicago|38577|463|1840014518
